order_id,created_at,order_value,items_count,estimated_prep_time,estimated_delivery_time,customer_lat,customer_lon,order_status,restaurant_id,weather_level,traffic_level
1778,2026-01-21 13:14:50,9.38,1,26,22,43.274576,-2.947612,DELIVERED,16,CLEAR,MEDIUM
1779,2026-01-09 14:47:14,65.37,6,28,24,43.239961,-2.914401,DELIVERED,19,CLEAR,HIGH
1780,2026-01-03 12:51:05,50.87,5,19,15,43.241588,-2.944196,DELIVERED,26,WIND,LOW
1781,2026-01-12 14:26:08,78.96,6,19,23,43.221908,-2.925429,DELIVERED,27,CLEAR,HIGH
1782,2026-01-04 14:57:41,47.03,4,27,24,43.289198,-2.928615,DELIVERED,24,CLEAR,MEDIUM
1783,2026-01-11 21:31:22,51.64,4,24,16,43.273177,-2.943585,DELIVERED,11,CLEAR,MEDIUM
1784,2026-01-01 11:37:45,26.72,2,23,26,43.268217,-2.988132,DELIVERED,25,WIND,MEDIUM
1785,2026-01-19 20:24:35,36.79,2,22,13,43.235279,-2.939975,DELIVERED,10,CLEAR,LOW
1786,2026-01-04 03:35:43,9.74,1,15,22,43.27524,-2.956061,CANCELLED,20,RAIN,MEDIUM
1787,2026-01-21 01:21:49,95.72,5,25,18,43.284307,-2.895736,CANCELLED,36,CLEAR,LOW
1788,2026-01-05 13:23:11,69.36,5,21,36,43.222854,-2.918398,DELIVERED,11,RAIN,HIGH
1789,2026-01-04 13:47:38,54.12,4,20,21,43.271713,-2.916537,DELIVERED,11,WIND,MEDIUM
1790,2026-01-10 14:36:41,57.92,6,21,24,43.209814,-2.92055,DELIVERED,7,CLEAR,HIGH
1791,2026-01-18 22:05:42,49.01,5,25,22,43.285432,-2.957868,DELIVERED,30,CLEAR,HIGH
1792,2026-01-12 13:14:31,11.97,1,29,27,43.208925,-2.946005,DELIVERED,11,WIND,MEDIUM
1793,2026-01-19 18:34:19,59.43,6,13,10,43.295699,-2.9281,DELIVERED,37,CLEAR,LOW
1794,2026-01-14 19:47:21,42.5,4,13,20,43.203434,-2.931584,DELIVERED,41,CLEAR,LOW
1795,2026-01-07 18:56:32,62.39,6,8,22,43.239602,-2.937559,DELIVERED,15,RAIN,MEDIUM
1796,2026-01-11 20:26:56,65.89,5,15,15,43.257931,-2.913383,DELIVERED,17,CLEAR,MEDIUM
1797,2026-01-22 20:58:37,7.05,1,16,19,43.289427,-2.918082,DELIVERED,16,CLEAR,MEDIUM
1798,2026-01-05 14:07:23,25.02,2,28,24,43.256355,-2.933275,DELIVERED,38,CLEAR,HIGH
1799,2026-01-01 15:08:29,65.4,5,18,23,43.232023,-2.946826,DELIVERED,5,CLEAR,HIGH
1800,2026-01-27 22:00:25,23.57,2,23,21,43.210921,-2.884504,DELIVERED,7,CLEAR,HIGH
1801,2026-01-09 12:03:24,15.25,1,16,25,43.274799,-2.926439,DELIVERED,5,CLEAR,HIGH
1802,2026-01-29 14:57:55,22.46,2,25,32,43.243021,-2.880688,DELIVERED,44,RAIN,MEDIUM
1803,2026-01-16 00:52:33,72.4,5,25,25,43.269972,-2.968613,DELIVERED,14,CLEAR,HIGH
1804,2026-01-12 14:14:36,49.98,5,24,17,43.238188,-2.933922,DELIVERED,49,CLEAR,HIGH
1805,2026-01-06 02:50:45,49.63,5,15,17,43.259292,-2.881371,DELIVERED,31,CLEAR,LOW
1806,2026-01-22 13:11:37,40.02,3,27,32,43.241765,-2.948412,CANCELLED,29,CLEAR,HIGH
1807,2026-01-23 22:05:36,57.72,4,33,24,43.247662,-2.961536,DELIVERED,12,CLEAR,HIGH
1808,2026-01-22 23:19:33,46.45,3,28,18,43.29831,-2.954455,DELIVERED,12,CLEAR,LOW
1809,2026-01-17 17:09:38,45.95,4,15,15,43.241371,-2.894777,DELIVERED,30,CLEAR,LOW
1810,2026-01-11 20:12:33,54.56,6,16,13,43.22992,-2.90799,DELIVERED,21,CLEAR,MEDIUM
1811,2026-01-12 20:31:30,22.43,2,17,15,43.287379,-2.910529,DELIVERED,24,CLEAR,LOW
1812,2026-01-27 09:42:28,25.96,2,16,25,43.266509,-2.907781,DELIVERED,41,RAIN,HIGH
1813,2026-01-14 13:11:08,37.31,4,14,31,43.27239,-2.885344,DELIVERED,49,RAIN,HIGH
1814,2026-01-18 12:02:55,35.31,3,21,18,43.291634,-2.980591,DELIVERED,24,CLEAR,LOW
1815,2026-01-20 12:45:23,27.53,2,21,14,43.200907,-2.881776,DELIVERED,13,CLEAR,LOW
1816,2026-01-18 19:13:12,28.29,2,13,19,43.23866,-2.914626,DELIVERED,27,RAIN,LOW
1817,2026-01-12 20:22:55,53.26,3,22,12,43.201428,-2.886085,DELIVERED,36,CLEAR,LOW
1818,2026-01-04 22:03:51,35.78,2,29,19,43.295075,-2.979229,CANCELLED,28,CLEAR,HIGH
1819,2026-01-21 22:46:19,18.55,2,15,20,43.245371,-2.889483,DELIVERED,49,CLEAR,HIGH
1820,2026-01-28 21:51:01,11.22,1,11,27,43.241457,-2.985186,DELIVERED,49,CLEAR,HIGH
1821,2026-01-29 16:43:31,35.59,4,16,22,43.271906,-2.891967,DELIVERED,7,CLEAR,MEDIUM
1822,2026-01-21 21:39:16,88.19,6,33,23,43.284714,-2.988462,DELIVERED,12,CLEAR,HIGH
1823,2026-01-19 04:44:47,57.11,6,16,22,43.244451,-2.962216,DELIVERED,16,CLEAR,HIGH
1824,2026-01-27 15:29:05,32.0,2,15,14,43.287294,-2.92977,DELIVERED,42,CLEAR,MEDIUM
1825,2026-01-21 21:06:57,35.82,3,24,33,43.28874,-2.957512,CANCELLED,3,RAIN,HIGH
1826,2026-01-18 17:41:32,22.51,2,14,16,43.228171,-2.9848,DELIVERED,49,CLEAR,MEDIUM
1827,2026-01-29 22:32:06,36.85,2,34,24,43.264057,-2.899676,DELIVERED,18,RAIN,HIGH
1828,2026-01-01 23:42:49,31.96,3,16,17,43.211792,-2.976222,DELIVERED,4,WIND,LOW
1829,2026-01-06 02:04:08,42.58,4,17,19,43.207172,-2.976264,DELIVERED,4,CLEAR,LOW
1830,2026-01-20 15:41:51,59.84,4,20,14,43.279493,-2.961035,DELIVERED,1,CLEAR,LOW
1831,2026-01-27 08:54:36,89.23,5,27,12,43.267838,-2.925581,DELIVERED,28,CLEAR,LOW
1832,2026-01-18 17:16:26,24.63,2,26,18,43.243056,-2.92833,DELIVERED,2,CLEAR,MEDIUM
1833,2026-01-27 20:50:44,23.25,2,29,21,43.222021,-2.966989,DELIVERED,22,CLEAR,MEDIUM
1834,2026-01-07 14:02:34,10.77,1,27,21,43.20302,-2.98075,DELIVERED,26,CLEAR,HIGH
1835,2026-01-16 23:21:46,32.85,2,16,16,43.241701,-2.931259,DELIVERED,32,CLEAR,MEDIUM
1836,2026-01-22 21:07:35,13.6,1,29,21,43.289702,-2.930442,DELIVERED,25,RAIN,MEDIUM
1837,2026-01-01 23:30:34,78.51,6,15,28,43.20317,-2.895896,DELIVERED,8,CLEAR,HIGH
1838,2026-01-25 13:49:25,15.39,1,18,24,43.218104,-2.94488,DELIVERED,30,CLEAR,HIGH
1839,2026-01-26 22:11:15,28.66,2,26,21,43.209992,-2.913474,DELIVERED,42,CLEAR,HIGH
1840,2026-01-12 00:22:08,34.99,2,29,15,43.297094,-2.987602,DELIVERED,18,CLEAR,LOW
1841,2026-01-05 15:14:24,10.17,1,16,21,43.2149,-2.904835,DELIVERED,20,CLEAR,MEDIUM
1842,2026-01-02 23:00:41,55.92,4,17,18,43.289838,-2.907593,DELIVERED,39,CLEAR,LOW
1843,2026-01-24 13:33:33,68.92,5,34,25,43.263107,-2.893526,DELIVERED,48,CLEAR,HIGH
1844,2026-01-16 15:52:23,81.71,6,16,16,43.249557,-2.976759,DELIVERED,38,CLEAR,LOW
1845,2026-01-11 21:26:38,14.02,1,21,16,43.20996,-2.914971,DELIVERED,17,WIND,MEDIUM
1846,2026-01-23 18:05:25,37.28,2,27,19,43.245852,-2.927358,DELIVERED,28,RAIN,LOW
1847,2026-01-05 21:18:51,44.92,4,28,13,43.231201,-2.885417,DELIVERED,47,CLEAR,MEDIUM
1848,2026-01-25 20:57:27,11.17,1,18,11,43.279554,-2.951399,DELIVERED,42,CLEAR,LOW
1849,2026-01-13 11:51:12,47.24,4,19,22,43.271221,-2.947773,DELIVERED,40,CLEAR,MEDIUM
1850,2026-01-08 14:39:10,15.52,1,22,24,43.296632,-2.908004,DELIVERED,42,CLEAR,HIGH
1851,2026-01-01 14:00:43,29.63,2,24,21,43.280646,-2.895702,DELIVERED,5,WIND,HIGH
1852,2026-01-17 21:11:37,16.98,1,21,27,43.288948,-2.960637,DELIVERED,32,CLEAR,HIGH
1853,2026-01-29 23:12:28,21.06,2,17,15,43.206291,-2.980387,DELIVERED,26,CLEAR,LOW
1854,2026-01-10 14:33:12,37.53,3,24,14,43.226884,-2.906038,DELIVERED,17,CLEAR,MEDIUM
1855,2026-01-07 20:26:13,28.31,3,15,22,43.252803,-2.978105,DELIVERED,44,WIND,MEDIUM
1856,2026-01-26 23:36:16,45.01,5,10,24,43.291731,-2.918733,DELIVERED,50,CLEAR,HIGH
1857,2026-01-01 21:06:29,64.82,5,21,20,43.219259,-2.958912,DELIVERED,35,CLEAR,MEDIUM
1858,2026-01-04 07:47:36,53.12,4,20,11,43.295601,-2.958033,DELIVERED,45,CLEAR,LOW
1859,2026-01-13 12:54:59,26.77,2,15,23,43.281825,-2.960578,DELIVERED,8,RAIN,MEDIUM
1860,2026-01-16 14:01:44,54.0,4,28,25,43.241725,-2.914447,DELIVERED,12,CLEAR,HIGH
1861,2026-01-11 05:55:41,44.88,5,12,19,43.239609,-2.918583,DELIVERED,37,CLEAR,LOW
1862,2026-01-26 15:35:15,59.52,6,13,17,43.214775,-2.960166,DELIVERED,47,WIND,MEDIUM
1863,2026-01-11 13:29:15,27.9,3,18,31,43.201332,-2.95448,DELIVERED,37,RAIN,HIGH
1864,2026-01-18 21:54:29,38.24,2,35,26,43.261191,-2.948982,CANCELLED,18,CLEAR,HIGH
1865,2026-01-08 22:10:47,66.76,5,18,21,43.273953,-2.912591,DELIVERED,27,CLEAR,HIGH
1866,2026-01-02 14:07:01,91.98,5,35,23,43.236285,-2.889441,DELIVERED,9,CLEAR,HIGH
1867,2026-01-14 11:23:45,37.25,3,14,15,43.21237,-2.931855,DELIVERED,42,CLEAR,MEDIUM
1868,2026-01-31 22:19:54,72.06,4,29,21,43.207947,-2.894027,DELIVERED,28,CLEAR,HIGH
1869,2026-01-24 21:51:00,19.57,2,12,14,43.252117,-2.893501,DELIVERED,50,CLEAR,MEDIUM
1870,2026-01-26 22:25:24,58.06,3,38,25,43.262585,-2.892714,DELIVERED,33,CLEAR,HIGH
1871,2026-01-29 20:07:43,39.61,4,13,13,43.217766,-2.952563,DELIVERED,49,CLEAR,LOW
1872,2026-01-22 14:35:07,76.09,6,31,31,43.207843,-2.965269,DELIVERED,34,RAIN,HIGH
1873,2026-01-31 22:24:27,29.7,2,28,21,43.205166,-2.921935,DELIVERED,38,RAIN,MEDIUM
1874,2026-01-24 22:55:40,12.05,1,19,24,43.212333,-2.903211,DELIVERED,37,RAIN,HIGH
1875,2026-01-01 09:13:49,79.87,6,13,17,43.248377,-2.915927,DELIVERED,17,WIND,LOW
1876,2026-01-17 18:20:24,63.51,5,16,17,43.294301,-2.95397,DELIVERED,8,CLEAR,MEDIUM
1877,2026-01-29 15:44:11,52.6,3,24,27,43.202985,-2.903266,DELIVERED,6,CLEAR,HIGH
1878,2026-01-21 13:03:30,58.06,6,22,16,43.244549,-2.909048,DELIVERED,16,CLEAR,MEDIUM
1879,2026-01-19 09:25:27,75.25,6,18,15,43.239486,-2.89533,DELIVERED,40,CLEAR,MEDIUM
1880,2026-01-01 19:14:07,18.94,2,16,17,43.205649,-2.933854,DELIVERED,26,CLEAR,MEDIUM
1881,2026-01-25 08:12:27,89.14,6,22,20,43.236489,-2.97239,DELIVERED,14,CLEAR,MEDIUM
1882,2026-01-03 23:17:25,48.3,5,10,17,43.260132,-2.979429,DELIVERED,20,CLEAR,MEDIUM
1883,2026-01-24 05:12:40,21.56,2,7,13,43.239109,-2.927088,DELIVERED,43,CLEAR,LOW
1884,2026-01-08 14:27:24,90.88,5,28,22,43.270038,-2.918924,DELIVERED,28,RAIN,MEDIUM
1885,2026-01-23 22:59:35,35.76,3,27,16,43.266818,-2.894341,DELIVERED,24,CLEAR,MEDIUM
1886,2026-01-09 14:36:40,24.83,2,22,15,43.219389,-2.901689,DELIVERED,15,CLEAR,MEDIUM
1887,2026-01-20 22:18:43,63.41,6,15,28,43.251992,-2.978702,DELIVERED,20,CLEAR,HIGH
1888,2026-01-01 13:57:18,16.45,1,28,27,43.29662,-2.9621,DELIVERED,1,CLEAR,HIGH
1889,2026-01-11 15:27:14,53.79,4,21,20,43.286531,-2.913837,DELIVERED,29,CLEAR,MEDIUM
1890,2026-01-04 14:31:28,33.09,2,32,18,43.296363,-2.977317,CANCELLED,12,CLEAR,MEDIUM
1891,2026-01-21 05:30:03,52.61,6,14,19,43.223624,-2.883273,DELIVERED,31,CLEAR,LOW
1892,2026-01-26 14:10:40,39.44,3,33,23,43.279979,-2.922672,DELIVERED,29,CLEAR,HIGH
1893,2026-01-16 12:58:54,26.9,3,17,12,43.222226,-2.959842,DELIVERED,31,CLEAR,LOW
1894,2026-01-31 03:20:04,90.99,5,23,28,43.222094,-2.909648,DELIVERED,36,RAIN,LOW
1895,2026-01-03 21:35:50,43.51,3,25,26,43.232252,-2.9276,DELIVERED,1,CLEAR,HIGH
1896,2026-01-09 23:25:45,113.85,6,28,24,43.288335,-2.983914,DELIVERED,9,RAIN,LOW
1897,2026-01-18 21:14:56,30.36,3,21,25,43.212004,-2.945633,DELIVERED,31,WIND,HIGH
1898,2026-01-21 15:04:17,56.5,4,21,18,43.241192,-2.927386,DELIVERED,38,CLEAR,MEDIUM
1899,2026-01-16 12:13:48,108.22,6,24,17,43.259031,-2.896904,DELIVERED,36,WIND,LOW
1900,2026-01-09 21:23:54,40.51,3,29,19,43.272505,-2.971229,DELIVERED,34,CLEAR,HIGH
1901,2026-01-28 11:51:19,38.47,3,23,18,43.286035,-2.90438,DELIVERED,34,CLEAR,LOW
1902,2026-01-21 15:49:16,13.97,1,12,23,43.224351,-2.889459,DELIVERED,27,WIND,LOW
1903,2026-01-01 13:54:32,44.27,3,31,21,43.232016,-2.954213,DELIVERED,12,CLEAR,HIGH
1904,2026-01-31 13:10:06,10.13,1,24,21,43.273514,-2.887005,DELIVERED,34,CLEAR,HIGH
1905,2026-01-06 13:29:45,28.71,3,23,21,43.266357,-2.950808,DELIVERED,41,CLEAR,HIGH
1906,2026-01-15 14:32:16,66.82,5,19,25,43.278963,-2.92138,DELIVERED,42,CLEAR,MEDIUM
1907,2026-01-11 13:26:45,28.6,2,24,27,43.223571,-2.982892,DELIVERED,32,RAIN,MEDIUM
1908,2026-01-13 15:39:41,51.21,5,12,22,43.272963,-2.961417,DELIVERED,41,CLEAR,MEDIUM
1909,2026-01-01 21:10:44,53.89,5,20,27,43.257535,-2.977956,CANCELLED,47,RAIN,HIGH
1910,2026-01-11 05:32:57,71.18,5,17,18,43.210265,-2.891735,DELIVERED,1,CLEAR,LOW
1911,2026-01-18 17:03:46,43.08,3,18,24,43.215479,-2.95159,DELIVERED,25,CLEAR,HIGH
1912,2026-01-22 23:07:01,20.67,2,10,36,43.236386,-2.928909,DELIVERED,50,RAIN,HIGH
1913,2026-01-25 01:55:25,23.5,1,27,17,43.277,-2.940742,DELIVERED,28,RAIN,LOW
1914,2026-01-13 20:38:29,32.75,3,15,20,43.263287,-2.924045,DELIVERED,7,CLEAR,LOW
1915,2026-01-18 22:02:41,52.92,6,18,30,43.248511,-2.942857,DELIVERED,43,RAIN,HIGH
1916,2026-01-22 13:34:53,29.39,3,28,21,43.212107,-2.941979,DELIVERED,26,RAIN,MEDIUM
1917,2026-01-21 21:16:07,40.9,2,29,23,43.266701,-2.959951,CANCELLED,6,CLEAR,HIGH
1918,2026-01-18 20:30:27,60.19,5,18,12,43.24386,-2.938211,DELIVERED,35,CLEAR,LOW
1919,2026-01-15 21:30:34,20.24,2,13,17,43.24513,-2.963177,DELIVERED,43,CLEAR,MEDIUM
1920,2026-01-21 20:27:20,92.07,5,21,19,43.22929,-2.947672,DELIVERED,28,CLEAR,LOW
1921,2026-01-30 15:22:16,29.08,2,16,16,43.226063,-2.900352,DELIVERED,5,CLEAR,LOW
1922,2026-01-02 12:59:23,9.65,1,16,24,43.230241,-2.889335,DELIVERED,26,WIND,MEDIUM
1923,2026-01-14 13:41:47,26.47,2,20,22,43.207196,-2.951103,DELIVERED,1,CLEAR,MEDIUM
1924,2026-01-05 13:48:21,29.64,3,14,36,43.242024,-2.969832,CANCELLED,16,RAIN,HIGH
1925,2026-01-20 06:44:45,76.48,4,21,23,43.29592,-2.978476,DELIVERED,10,WIND,MEDIUM
1926,2026-01-12 21:06:45,24.27,2,22,29,43.265161,-2.946585,DELIVERED,27,CLEAR,HIGH
1927,2026-01-08 23:01:33,47.57,4,18,25,43.228057,-2.968255,DELIVERED,3,WIND,LOW
1928,2026-01-08 12:39:02,31.13,3,19,19,43.298495,-2.887068,DELIVERED,4,RAIN,MEDIUM
1929,2026-01-30 21:44:39,25.12,2,14,31,43.217292,-2.926761,DELIVERED,15,CLEAR,HIGH
1930,2026-01-18 20:33:02,13.49,1,17,14,43.205211,-2.937689,DELIVERED,42,CLEAR,LOW
1931,2026-01-02 21:04:47,58.94,4,24,25,43.287881,-2.902704,CANCELLED,48,RAIN,HIGH
1932,2026-01-12 11:30:55,27.12,3,8,12,43.203099,-2.892468,DELIVERED,49,CLEAR,MEDIUM
1933,2026-01-19 14:28:48,18.21,2,23,28,43.22311,-2.948295,DELIVERED,37,CLEAR,HIGH
1934,2026-01-10 05:43:01,50.82,4,19,14,43.292124,-2.962495,DELIVERED,5,CLEAR,LOW
1935,2026-01-31 21:58:19,58.09,5,37,28,43.280859,-2.919854,DELIVERED,2,CLEAR,HIGH
1936,2026-01-12 14:01:31,12.2,1,22,23,43.241421,-2.908326,CANCELLED,17,CLEAR,HIGH
1937,2026-01-04 22:33:01,13.7,1,22,22,43.267769,-2.951734,DELIVERED,38,CLEAR,MEDIUM
1938,2026-01-06 14:23:16,55.77,5,18,19,43.226309,-2.972706,DELIVERED,47,RAIN,MEDIUM
1939,2026-01-10 21:33:01,56.11,4,25,36,43.231027,-2.886168,DELIVERED,48,RAIN,HIGH
1940,2026-01-19 18:49:56,14.62,1,17,15,43.252235,-2.898892,DELIVERED,42,CLEAR,MEDIUM
1941,2026-01-02 11:42:46,75.89,6,17,24,43.270961,-2.893954,DELIVERED,5,RAIN,MEDIUM
1942,2026-01-10 23:44:44,29.89,2,15,15,43.247303,-2.893458,DELIVERED,45,CLEAR,MEDIUM
1943,2026-01-26 15:21:42,15.06,1,9,13,43.251121,-2.945964,DELIVERED,15,CLEAR,MEDIUM
1944,2026-01-17 21:06:26,41.35,3,27,18,43.275357,-2.958471,CANCELLED,45,CLEAR,MEDIUM
1945,2026-01-16 06:23:16,34.77,3,15,17,43.292845,-2.978535,DELIVERED,3,CLEAR,LOW
1946,2026-01-26 23:56:10,58.43,6,14,21,43.227429,-2.913495,DELIVERED,44,CLEAR,MEDIUM
1947,2026-01-30 13:11:39,91.41,5,35,16,43.20765,-2.901048,DELIVERED,28,CLEAR,MEDIUM
1948,2026-01-06 14:39:18,48.15,4,21,22,43.272426,-2.917708,CANCELLED,40,CLEAR,HIGH
1949,2026-01-25 12:44:52,89.13,6,23,20,43.234633,-2.960365,DELIVERED,14,RAIN,MEDIUM
1950,2026-01-25 21:27:17,15.89,1,21,26,43.208903,-2.976499,DELIVERED,40,CLEAR,HIGH
1951,2026-01-27 21:56:04,26.63,2,28,16,43.269013,-2.898345,CANCELLED,11,CLEAR,MEDIUM
1952,2026-01-13 16:19:35,35.51,2,28,20,43.249007,-2.962018,DELIVERED,18,CLEAR,MEDIUM
1953,2026-01-08 07:59:56,31.17,2,14,15,43.245534,-2.922063,DELIVERED,17,CLEAR,MEDIUM
1954,2026-01-07 14:23:00,28.45,2,31,31,43.280073,-2.912325,DELIVERED,22,WIND,HIGH
1955,2026-01-08 05:07:03,7.59,1,18,15,43.247542,-2.96935,DELIVERED,21,CLEAR,MEDIUM
1956,2026-01-24 00:50:46,58.65,6,7,13,43.298398,-2.882756,DELIVERED,50,CLEAR,LOW
1957,2026-01-30 23:59:15,12.43,1,9,27,43.200652,-2.880493,CANCELLED,15,CLEAR,HIGH
1958,2026-01-10 13:55:13,107.85,6,31,25,43.20612,-2.962477,DELIVERED,18,CLEAR,HIGH
1959,2026-01-02 12:19:11,19.35,1,18,30,43.285406,-2.889106,DELIVERED,32,CLEAR,HIGH
1960,2026-01-25 19:33:38,38.14,2,21,13,43.253494,-2.935863,DELIVERED,36,CLEAR,MEDIUM
1961,2026-01-05 20:52:31,16.13,2,14,23,43.289017,-2.913208,DELIVERED,16,RAIN,LOW
1962,2026-01-29 15:43:44,27.64,2,18,13,43.205707,-2.936357,DELIVERED,48,CLEAR,LOW
1963,2026-01-21 22:50:57,23.37,2,21,27,43.266057,-2.987351,DELIVERED,31,CLEAR,HIGH
1964,2026-01-30 09:16:16,28.09,3,12,16,43.280073,-2.88725,DELIVERED,15,CLEAR,MEDIUM
1965,2026-01-10 00:03:52,27.89,3,13,26,43.241983,-2.902268,DELIVERED,21,CLEAR,HIGH
1966,2026-01-09 11:03:42,42.81,4,16,23,43.298097,-2.982129,CANCELLED,47,CLEAR,MEDIUM
1967,2026-01-17 22:44:52,14.57,1,27,23,43.251915,-2.989389,DELIVERED,35,CLEAR,HIGH
1968,2026-01-15 06:17:58,60.02,6,19,19,43.296777,-2.90093,DELIVERED,19,CLEAR,MEDIUM
1969,2026-01-01 22:03:04,91.17,5,28,26,43.296619,-2.931662,CANCELLED,36,CLEAR,HIGH
1970,2026-01-25 14:51:50,8.42,1,20,24,43.23299,-2.987525,DELIVERED,43,RAIN,HIGH
1971,2026-01-13 11:06:13,109.87,6,27,29,43.281856,-2.898353,DELIVERED,28,CLEAR,HIGH
1972,2026-01-08 14:06:50,64.3,5,22,20,43.292063,-2.959413,DELIVERED,8,CLEAR,HIGH
1973,2026-01-15 23:12:29,49.18,5,13,11,43.279516,-2.894966,DELIVERED,43,CLEAR,LOW
1974,2026-01-28 21:15:44,42.04,3,26,32,43.2843,-2.934655,DELIVERED,25,RAIN,HIGH
1975,2026-01-16 14:43:29,56.3,3,28,17,43.243522,-2.93965,DELIVERED,10,CLEAR,MEDIUM
1976,2026-01-06 16:03:13,76.37,6,22,24,43.266157,-2.895871,DELIVERED,24,CLEAR,MEDIUM
1977,2026-01-01 21:17:17,36.26,3,30,24,43.299336,-2.966188,DELIVERED,24,WIND,MEDIUM
1978,2026-01-23 23:33:00,54.71,6,10,12,43.290468,-2.953264,CANCELLED,49,CLEAR,LOW
1979,2026-01-07 22:30:09,28.98,3,20,23,43.298251,-2.90014,DELIVERED,37,CLEAR,HIGH
1980,2026-01-27 05:30:08,25.0,2,13,23,43.277027,-2.884134,DELIVERED,41,RAIN,LOW
1981,2026-01-03 05:48:26,46.46,5,13,29,43.225605,-2.959399,DELIVERED,31,RAIN,MEDIUM
1982,2026-01-19 21:54:23,44.69,4,18,18,43.209911,-2.923292,DELIVERED,44,CLEAR,MEDIUM
1983,2026-01-26 17:41:02,63.36,5,13,18,43.221576,-2.896504,DELIVERED,40,CLEAR,LOW
1984,2026-01-07 20:45:54,41.9,4,11,12,43.227871,-2.959045,DELIVERED,50,CLEAR,LOW
1985,2026-01-15 14:08:22,15.34,1,26,25,43.291484,-2.925086,DELIVERED,17,CLEAR,HIGH
1986,2026-01-16 18:04:26,13.99,1,14,21,43.281402,-2.945887,DELIVERED,16,RAIN,MEDIUM
1987,2026-01-21 14:36:00,29.07,2,27,24,43.255835,-2.93925,DELIVERED,39,CLEAR,HIGH
1988,2026-01-26 13:24:57,92.21,5,40,17,43.249786,-2.930779,DELIVERED,18,CLEAR,MEDIUM
1989,2026-01-22 12:15:52,69.36,5,17,16,43.231674,-2.965756,DELIVERED,11,CLEAR,MEDIUM
1990,2026-01-01 23:31:13,11.55,1,18,14,43.268848,-2.939797,DELIVERED,46,CLEAR,LOW
1991,2026-01-16 10:19:20,29.29,2,16,22,43.230214,-2.946477,DELIVERED,38,CLEAR,HIGH
1992,2026-01-24 03:55:10,75.31,6,17,14,43.209228,-2.88538,DELIVERED,3,CLEAR,LOW
1993,2026-01-22 14:49:03,31.07,2,25,22,43.241373,-2.981558,DELIVERED,14,RAIN,HIGH
1994,2026-01-13 16:10:36,56.68,4,20,19,43.240286,-2.971182,DELIVERED,1,CLEAR,LOW
1995,2026-01-17 13:44:59,40.64,3,22,20,43.289419,-2.9079,CANCELLED,3,RAIN,MEDIUM
1996,2026-01-24 21:15:08,17.22,1,16,23,43.296451,-2.987683,CANCELLED,17,RAIN,MEDIUM
1997,2026-01-27 14:56:04,7.73,1,22,22,43.226058,-2.974055,DELIVERED,21,CLEAR,HIGH
1998,2026-01-01 21:52:58,60.63,6,22,22,43.288199,-2.944822,DELIVERED,4,CLEAR,MEDIUM
1999,2026-01-06 15:36:48,54.63,4,19,17,43.290167,-2.965804,DELIVERED,1,WIND,MEDIUM
2000,2026-01-11 22:52:46,55.47,4,22,23,43.208354,-2.985847,DELIVERED,42,CLEAR,HIGH
2001,2026-01-18 20:25:42,19.87,1,27,10,43.24881,-2.914314,DELIVERED,28,CLEAR,LOW
2002,2026-01-26 23:00:46,75.5,4,25,22,43.277036,-2.952018,DELIVERED,28,WIND,LOW
2003,2026-01-27 04:33:44,85.24,6,24,18,43.209604,-2.988399,DELIVERED,12,RAIN,LOW
2004,2026-01-23 05:14:04,38.98,3,19,16,43.237878,-2.981542,DELIVERED,24,CLEAR,MEDIUM
2005,2026-01-03 15:19:23,25.91,2,18,13,43.287309,-2.950445,DELIVERED,24,WIND,LOW
2006,2026-01-01 21:22:09,77.25,4,35,31,43.2636,-2.958374,DELIVERED,36,RAIN,HIGH
2007,2026-01-11 22:18:47,56.27,6,28,21,43.284912,-2.963053,DELIVERED,21,RAIN,MEDIUM
2008,2026-01-12 18:37:38,11.62,1,13,22,43.211358,-2.969312,DELIVERED,31,CLEAR,MEDIUM
2009,2026-01-16 22:37:03,70.26,5,31,15,43.216461,-2.954195,DELIVERED,14,CLEAR,MEDIUM
2010,2026-01-01 15:19:05,90.96,5,27,11,43.2157,-2.938507,DELIVERED,9,CLEAR,LOW
2011,2026-01-17 18:34:03,15.97,1,17,22,43.202451,-2.907648,DELIVERED,24,CLEAR,MEDIUM
2012,2026-01-19 03:22:15,89.73,5,27,17,43.262497,-2.903695,DELIVERED,28,CLEAR,MEDIUM
2013,2026-01-18 22:39:11,70.94,5,31,19,43.230167,-2.900568,CANCELLED,14,CLEAR,HIGH
2014,2026-01-30 21:17:03,41.54,3,25,27,43.243068,-2.967168,DELIVERED,42,CLEAR,HIGH
2015,2026-01-10 11:08:36,62.77,6,16,23,43.211734,-2.98651,DELIVERED,20,WIND,MEDIUM
2016,2026-01-12 14:49:27,34.22,4,18,19,43.202425,-2.955863,DELIVERED,37,CLEAR,MEDIUM
2017,2026-01-19 20:51:58,54.85,4,18,18,43.235692,-2.883193,DELIVERED,11,CLEAR,MEDIUM
2018,2026-01-02 10:25:10,63.4,5,21,17,43.252364,-2.888559,DELIVERED,38,CLEAR,LOW
2019,2026-01-25 14:42:28,54.22,4,23,33,43.254444,-2.926862,DELIVERED,42,RAIN,HIGH
2020,2026-01-26 10:00:51,56.92,4,17,12,43.226626,-2.954522,DELIVERED,11,CLEAR,LOW
