event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 17:19:06+00:00,view,1004904,2053013555631882655,electronics.smartphone,huawei,110.34,535803665.0,d87311fb-64f1-424f-82f6-33ff45243bdc
2019-10-02 06:22:10+00:00,view,21404107,2053013561579406073,electronics.clocks,boccia,61.78,513496811.0,782877f5-3d8f-4486-afe7-9e2692d03ed4
2019-10-02 04:21:40+00:00,view,37500298,2076715364204413467,,carters,24.58,548375529.0,b1c09bbf-4876-4a5b-a07e-e22e2f055da1
2019-10-02 20:06:05+00:00,view,1004754,2053013555631882655,electronics.smartphone,honor,257.38,513948888.0,dd428763-6f55-4511-ad9a-df1992cf06fb
2019-10-01 09:35:54+00:00,view,1307074,2053013558920217191,computers.notebook,acer,772.19,536014983.0,e0d6da91-fb58-4986-80d4-c13f2be68981
2019-10-03 20:08:05+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,534869379.0,361ac27d-6347-4d8e-a4ff-bd0171b6078a
2019-10-01 07:35:46+00:00,view,1480397,2053013561092866779,computers.desktop,alser,437.57,555099653.0,1eedbeb0-fb7f-4dc0-a4b9-f920d3a90c22
2019-10-02 13:03:27+00:00,view,1004858,2053013555631882655,electronics.smartphone,samsung,132.56,544667829.0,958f67ac-73a1-4e02-8d8a-7a4ccb2c928c
2019-10-02 16:39:36+00:00,view,2600163,2053013563970159485,,,132.82,522905729.0,08682e85-46c6-4a88-9ebf-11fcd9286a2f
2019-10-01 18:04:54+00:00,view,4100346,2053013561218695907,,sony,391.0,513728725.0,d3de5970-5f2c-4d93-a35f-6b09e35819a4
2019-10-01 14:58:08+00:00,cart,5100563,2053013553341792533,electronics.clocks,samsung,259.98,523974502.0,5048bad3-72c6-4fde-903e-edd7cb85a7d9
2019-10-03 05:45:23+00:00,view,5100503,2053013553375346967,,xiaomi,23.12,514449838.0,8a3eb067-a238-4caf-8a60-570ac56a0885
2019-10-03 16:21:32+00:00,view,7900164,2053013556487520725,furniture.kitchen.chair,babys,43.73,549792636.0,64ce82ed-24ff-4720-bf79-d3c6177cfeb8
2019-10-01 15:28:34+00:00,view,4100259,2053013561218695907,,sony,424.21,555679768.0,1c61d322-c229-43e9-ab90-eacb18eb48dd
2019-10-01 03:32:15+00:00,view,1004136,2053013555631882655,electronics.smartphone,xiaomi,128.42,527592338.0,a78b9846-e73f-4668-9853-62c8a1753d9d
2019-10-01 15:36:30+00:00,view,14300310,2053013557603205653,electronics.audio.music_tools.piano,m-audio,145.86,530153671.0,584634be-e61f-4fbb-9548-bde27ec15b86
2019-10-01 08:05:21+00:00,view,1005004,2053013555631882655,electronics.smartphone,huawei,257.2,513480958.0,e743cb21-8edd-4850-b68e-5f05711780ee
2019-10-03 17:36:36+00:00,view,16400025,2053013558249128509,,tefal,128.68,512976477.0,3075ba90-163c-46a4-b8ac-92e033a996f8
2019-10-02 03:27:30+00:00,view,1802037,2053013554415534427,electronics.video.tv,lg,303.45,512750053.0,88114485-1932-411d-a934-ad2fc19fca4a
2019-10-01 12:33:33+00:00,view,3601493,2053013563810775923,appliances.kitchen.washer,beko,251.94,516413563.0,004a3eff-5447-4c4a-8b21-d8e33950bf07
2019-10-03 17:32:23+00:00,view,1004258,2053013555631882655,electronics.smartphone,apple,729.6,551873653.0,b8179f3c-210b-4614-b69c-e689bdedb604
2019-10-02 03:27:54+00:00,view,28713076,2053013565639492569,apparel.shoes,baden,96.53,531555882.0,26e6c084-d19a-4bbc-a366-cc15c3c07b80
2019-10-03 06:53:30+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,972.74,513931945.0,528edfaa-3bfb-41f3-aba2-af7b1ac0d3fc
2019-10-03 19:49:58+00:00,view,3801221,2053013566176363511,appliances.iron,polti,238.36,517130500.0,6f49df68-d9b2-4049-8fd3-3c2bea4878e2
2019-10-01 19:29:57+00:00,view,41200002,2089490106086851034,,murager,90.09,514928312.0,62d1a00f-2662-43b4-b777-38d1d30ed47e
2019-10-02 05:27:15+00:00,view,5100818,2053013553375346967,,samsung,51.2,530760995.0,560be26e-8ccc-4658-ab82-293608d27a43
2019-10-03 05:30:49+00:00,view,27700714,2053013560086233771,construction.tools.pump,magnetta,102.95,555940704.0,6810db6b-65f0-41ce-b867-f10646000211
2019-10-03 12:45:43+00:00,view,6400301,2053013554121933129,computers.components.cpu,intel,594.32,532548647.0,e99835cb-55c2-4db7-b446-9e8ac75e8f27
2019-10-03 18:01:45+00:00,view,13200516,2053013557192163841,furniture.bedroom.bed,,115.29,542224349.0,adeda8bb-f0bb-4cd3-be05-bc97f7afb7f3
2019-10-01 10:12:33+00:00,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,197.43,555576575.0,d578cd63-2c30-4f10-9aeb-ba8d52512ac1
2019-10-03 02:37:27+00:00,view,1003285,2053013555631882655,electronics.smartphone,samsung,525.08,518262970.0,260d8607-e34a-441e-b872-451da7e3c2c3
2019-10-02 02:30:16+00:00,view,11500569,2053013554625249641,,jbl,30.63,547968925.0,8b7f0cbf-36ab-46ff-a0df-b4ce0c19b14c
2019-10-01 18:29:03+00:00,view,1005159,2053013555631882655,electronics.smartphone,xiaomi,231.41,514069365.0,205f7b59-c044-4692-aef8-47f2da8845d0
2019-10-01 18:55:02+00:00,view,1003317,2053013555631882655,electronics.smartphone,apple,965.02,513508926.0,2d5321cb-6ff1-4a9c-95a0-e2b294ba662f
2019-10-02 05:12:21+00:00,view,26402526,2053013563651392361,,,788.91,530195944.0,8b3bde26-7127-494c-bcf6-5145780da65a
2019-10-03 15:38:26+00:00,view,17900178,2053013560178508465,construction.tools.generator,fubag,246.34,555524519.0,042971a9-d1b7-4f8f-9484-f229c76c8a36
2019-10-01 11:31:25+00:00,view,26300102,2053013563584283495,,lucente,184.56,534108690.0,4ae4f1f4-0b66-4deb-b674-ed0a7b2e9ab8
2019-10-01 15:55:15+00:00,view,12900360,2053013552737812719,stationery.cartrige,canon,10.27,518371494.0,4fddb87d-ddee-4595-8d97-05a8efb22cd9
2019-10-01 14:23:34+00:00,view,1004748,2053013555631882655,electronics.smartphone,huawei,130.91,515481640.0,a1b57941-c679-46cb-84f5-1ea141cb4ab4
2019-10-01 15:25:23+00:00,view,28100822,2053013564918072245,,,221.88,514228867.0,dce43b5c-6a8c-4ff6-ba80-f798e4dc001d
2019-10-03 07:53:06+00:00,view,28712684,2053013565228450757,apparel.shoes,marcomen,100.65,512783349.0,88ed38b3-7dc8-45f8-a949-722972e75546
2019-10-03 12:05:48+00:00,view,16400165,2053013558249128509,,verloni,62.25,513844124.0,114c35a5-1a47-49e0-b8a7-ee4c1d714a5d
2019-10-01 12:43:56+00:00,view,1003551,2053013555631882655,electronics.smartphone,xiaomi,437.59,513363291.0,33068cee-98b4-4b2c-984d-adedade0cab8
2019-10-03 10:10:43+00:00,view,4300359,2053013552385491165,,,15.42,515857210.0,9f6b972a-9f97-4d64-8086-fa8577570478
2019-10-01 08:23:29+00:00,view,22700129,2053013556168753601,,stels,72.05,519161349.0,0818bc95-e9f7-469c-a298-4e14343a5c4e
2019-10-01 11:21:17+00:00,view,8800283,2053013555573162395,electronics.telephone,maxvi,9.01,555601120.0,8531c17d-c66a-4379-abc6-43b4f554c35f
2019-10-01 17:42:31+00:00,view,4400388,2053013555095011711,appliances.kitchen.coffee_machine,polaris,77.09,514351342.0,05483360-542e-4110-bde8-23c5fd28ee2a
2019-10-03 16:21:45+00:00,view,1004877,2053013555631882655,electronics.smartphone,xiaomi,86.21,527093110.0,50e23b2c-7b5a-40e2-8343-8d2ecdef0d55
2019-10-03 03:24:18+00:00,view,1003141,2053013555631882655,electronics.smartphone,apple,378.37,517122909.0,6df3122d-4e4d-4db5-a40e-5d869b3e9cd5
2019-10-02 23:36:06+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,731.16,513984583.0,59616665-91e7-4e07-b8c6-4ea2b7b05289
2019-10-02 13:55:29+00:00,view,2702086,2053013563911439225,appliances.kitchen.refrigerators,dauscher,213.62,519777082.0,b7b2411d-df94-46b9-9254-de4326c44179
2019-10-03 08:31:39+00:00,view,1004720,2053013555631882655,electronics.smartphone,huawei,127.41,519313780.0,a1cb4a18-8e4b-4460-83ba-a115b5290379
2019-10-01 12:04:29+00:00,view,1004723,2053013555631882655,electronics.smartphone,huawei,130.59,512505687.0,bed19044-d233-4511-9fe0-d34c5bafe21a
2019-10-03 12:39:51+00:00,view,3601489,2053013563810775923,appliances.kitchen.washer,samsung,476.18,556171815.0,27d4f905-9bd3-4401-9bcb-627fdc408759
2019-10-02 05:46:15+00:00,view,42700016,2100065080828756704,auto.accessories.winch,t-max,300.91,518412097.0,1677ebe9-b194-415f-b01d-10f4265ad247
2019-10-03 06:37:04+00:00,view,6302040,2053013554834964853,appliances.kitchen.kettle,dauscher,38.59,513363820.0,55843a64-fc28-45fc-94eb-120aaa43175c
2019-10-02 16:06:05+00:00,view,5400868,2053013552989470973,,svc,48.14,555902563.0,f1f5356d-dbf7-46ef-b991-5c1dadd033d9
2019-10-01 06:40:45+00:00,view,31501179,2053013558031024687,,,0.0,512539798.0,22882063-cd9e-4998-a468-d4db6c04401c
2019-10-01 04:36:20+00:00,view,1306182,2053013558920217191,computers.notebook,acer,617.75,543341543.0,944e8224-70ff-4174-b93e-f7557aa1cd73
2019-10-03 18:15:53+00:00,view,12704658,2053013553559896355,,nokian,170.4,512861618.0,bc11f890-51e8-b48e-ae1e-9710e5f56357
2019-10-01 17:39:46+00:00,view,1304409,2053013558920217191,computers.notebook,apple,1402.87,522913637.0,81f20dc1-cc11-4067-a4c2-ee3a666c166a
2019-10-02 14:30:08+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.25,555178883.0,21acc70a-2194-443c-be90-e276b61eb1c9
2019-10-02 11:06:16+00:00,view,1004244,2053013555631882655,electronics.smartphone,apple,803.97,520340141.0,a208a366-7f78-4d4c-a35c-b6c503a14957
2019-10-02 07:43:56+00:00,view,1480163,2053013561092866779,computers.desktop,acer,617.0,555916167.0,b1d1615a-ec86-40c1-9178-437fdbf12233
2019-10-03 18:11:05+00:00,purchase,12700977,2053013553559896355,,nokian,77.22,512968277.0,9ac32ea0-d96f-416d-9649-7101e264b3b0
2019-10-01 06:05:00+00:00,view,3801147,2053013566176363511,appliances.iron,tefal,463.26,513835415.0,a621a623-19aa-4afe-9ebf-fbbeaa84f9de
2019-10-02 13:28:08+00:00,view,1004243,2053013555631882655,electronics.smartphone,apple,732.77,536355245.0,d3f283e9-a5a2-4fc6-9618-99c0912b5d40
2019-10-02 08:30:16+00:00,view,13200056,2053013557192163841,furniture.bedroom.bed,,169.86,527925987.0,f545ced0-07e1-44d3-bd23-7600fecfabd1
2019-10-03 04:11:16+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,731.16,518109594.0,1f5879a6-67db-4bb6-bf7b-83554bdc5486
2019-10-02 07:02:55+00:00,view,25900012,2053013563718501229,computers.components.cooler,midea,51.22,513188934.0,805b6382-b0cc-41ee-b15f-c47e277b6520
2019-10-01 08:24:04+00:00,view,1801918,2053013554415534427,electronics.video.tv,samsung,1801.82,532216925.0,9a17431d-5cec-8bb4-a032-d70a7d019a52
2019-10-02 05:01:18+00:00,view,17301783,2053013553853497655,,gucci,106.2,555859260.0,72267bef-8550-416c-bbe6-9fa94ef9cd92
2019-10-01 11:00:56+00:00,view,8800911,2053013555573162395,electronics.telephone,nokia,23.16,512917740.0,56b665c3-448a-4c19-8714-54386323e914
2019-10-02 14:32:03+00:00,view,11700341,2053013554591695207,electronics.audio.acoustic,alesis,306.31,514068551.0,3e705ccf-e396-4abc-b9b9-b7d564f293b7
2019-10-02 07:07:36+00:00,view,26401458,2053013563651392361,,lucente,105.54,513125922.0,e5a175b4-0b83-48c6-baac-df766a3190f2
2019-10-03 15:50:46+00:00,view,14700166,2053013557133443581,furniture.living_room.cabinet,brw,158.31,513663110.0,f660931f-cdec-42f0-a8c5-249555f734f7
2019-10-03 19:20:37+00:00,view,1004903,2053013555631882655,electronics.smartphone,huawei,111.7,555946706.0,ec70ac5c-0c22-45ff-98bd-f17eafc5ac63
2019-10-02 08:07:38+00:00,view,3601285,2053013563810775923,appliances.kitchen.washer,lg,447.89,541842443.0,c9200d43-76ba-45ae-af8f-a1c8a47cda6c
2019-10-03 09:31:12+00:00,view,7004830,2053013560346280633,kids.carriage,lorelli,183.55,550676772.0,2a39a120-11e2-4d6e-9998-6323ccb34a96
2019-10-02 08:11:59+00:00,view,7004490,2053013560346280633,kids.carriage,babytime,60.49,514446240.0,976336f9-af0a-4281-b835-328daa48bc9a
2019-10-01 08:58:27+00:00,view,44500005,2144356630513320518,,omabelle,1673.14,555555982.0,633254ac-beaf-440d-8cd3-e61d3ff14091
2019-10-03 18:33:29+00:00,view,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,521433749.0,b2c441c6-b923-4074-8635-9bce5797bfb5
2019-10-03 17:06:11+00:00,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,553489437.0,b002574e-351a-40d8-ab86-c00fcd45ae1f
2019-10-01 11:02:21+00:00,view,1003527,2053013555631882655,electronics.smartphone,xiaomi,201.43,555343376.0,632d1853-a646-4c74-9dc7-3e53d933854e
2019-10-02 17:37:32+00:00,view,1005073,2053013555631882655,electronics.smartphone,samsung,1180.47,513008630.0,3cba9f69-fd93-4860-8e74-507b62030a16
2019-10-01 16:50:57+00:00,view,1801960,2053013554415534427,electronics.video.tv,haier,360.34,555712504.0,f19df568-7de5-4b8c-87b8-0bfb7cdcaaa3
2019-10-02 11:10:34+00:00,view,5100378,2053013553341792533,electronics.clocks,xiaomi,70.53,517216470.0,e474bfc9-fee7-4a8d-912a-4554c306392c
2019-10-02 12:35:27+00:00,view,7600103,2053013552821698803,,asus,16.96,517543379.0,e3d878f7-b5f2-4aef-b0d9-04a7c5e2c4ab
2019-10-02 22:41:16+00:00,view,1005129,2053013555631882655,electronics.smartphone,apple,1413.16,513713278.0,f10e5a64-2bdb-462b-8f0d-956f65027b4f
2019-10-01 07:14:46+00:00,view,26200143,2053013563693335403,,,153.93,514525460.0,76fe72b3-410d-417c-85c4-d102070a4016
2019-10-01 17:42:20+00:00,view,1005100,2053013555631882655,electronics.smartphone,samsung,154.27,531911954.0,f6198b52-d0f4-4e64-8b8b-a7866bfbf769
2019-10-02 02:23:51+00:00,view,1002633,2053013555631882655,electronics.smartphone,apple,359.06,540818307.0,934624da-3683-439f-b9b9-a69324a5d4e7
2019-10-03 21:47:52+00:00,view,28717165,2053013565748544479,apparel.shoes,respect,53.8,549922696.0,ef5d684f-11e2-467a-8649-51cbf5bfd0e6
2019-10-01 17:29:16+00:00,view,8000304,2053013556579795419,,,30.37,555630908.0,da4e0ce1-5cd3-40fa-8a53-11623a364b00
2019-10-03 09:59:05+00:00,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.67,512732148.0,097abdf1-9da5-4cad-bed2-646767e9d774
2019-10-01 09:08:59+00:00,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,549999935.0,3e03ce2c-af9c-45c1-bd50-29948a84a736
2019-10-03 14:16:52+00:00,view,34800103,2062461754293617058,,,22.75,516261515.0,ca4bf97c-c6a8-4b78-a373-b4f6bc4d7417
2019-10-03 16:22:42+00:00,view,1480451,2053013561092866779,computers.desktop,pulser,404.1,514306732.0,7684821d-8087-45fa-b628-36f28f8aa829
2019-10-03 10:20:03+00:00,view,9002004,2053013553140465927,kids.toys,,23.14,513076697.0,3e54cc1f-4df0-48c0-989e-fc98e8d4d45b
2019-10-03 03:14:13+00:00,view,2601709,2053013563970159485,,dauscher,257.15,513784591.0,df83881b-2e8d-4945-a583-fc6837ce6124
2019-10-02 02:12:52+00:00,view,26203606,2053013563693335403,,sokolov,33.46,555475005.0,7c0c6dcc-2be6-4f50-a1c5-40798fdcef50
2019-10-03 13:40:09+00:00,view,3700907,2053013565983425517,appliances.environment.vacuum,karcher,120.42,547530581.0,14d60ab3-a936-4d1b-8cbc-e8dfe99c049c
2019-10-01 20:22:13+00:00,view,29500016,2053013566478352393,,,34.88,521835152.0,33a275c3-b10c-4683-a8e5-0a4cc5366057
2019-10-03 11:46:38+00:00,view,12712961,2053013553559896355,,aplus,37.32,540611618.0,e54cc8a7-6ec2-4421-a258-b58f239df162
2019-10-01 13:01:10+00:00,view,1306651,2053013558920217191,computers.notebook,acer,489.05,512438673.0,463802c7-4134-469c-9c3b-a16af2df54c0
2019-10-02 17:18:34+00:00,view,31501124,2053013558031024687,,,172.44,556097329.0,87b9cb2f-0e58-454b-bae1-b6549ccd26d0
2019-10-01 19:24:21+00:00,view,7900244,2053013556487520725,furniture.kitchen.chair,,25.71,549531484.0,6442d3bd-a326-4d61-bec7-9d9c8f903459
2019-10-02 11:43:38+00:00,view,26400470,2053013563651392361,,,173.75,518489217.0,fde49956-1b71-4496-934f-8e835247bf39
2019-10-01 21:26:50+00:00,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,512465484.0,863cb1ae-395c-4d1d-92ba-e1e01d45155d
2019-10-02 17:27:54+00:00,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,513079269.0,e823f718-270e-4be4-813e-879d347ae4cc
2019-10-01 16:59:29+00:00,view,26400327,2053013563651392361,,lucente,198.98,512887068.0,2b6f90a0-9f60-47a9-8601-8a31290e5c4b
2019-10-01 04:21:17+00:00,view,28704388,2053013565069067197,apparel.shoes.keds,asics,51.48,518088003.0,6e1322ca-a5ea-42da-9e40-9af8d151774a
2019-10-02 13:03:23+00:00,view,12718470,2053013553559896355,,doupro,288.3,520572944.0,6487182d-4d89-413e-b655-8269f6e868a4
2019-10-03 14:09:03+00:00,view,12301107,2053013556311359947,construction.tools.drill,crown,66.02,522602298.0,75c7b949-a12a-4f4f-b7a9-eb26427c28e3
2019-10-01 13:04:28+00:00,view,1004133,2053013555631882655,electronics.smartphone,xiaomi,135.99,512425518.0,6fb922fa-7dab-4b12-8042-de2f8aac4b3e
2019-10-01 11:06:29+00:00,view,1005158,2053013555631882655,electronics.smartphone,xiaomi,308.63,518689821.0,aebce71e-0880-4390-8d66-9ddf0529eb09
2019-10-01 04:54:52+00:00,view,28716531,2053013565639492569,apparel.shoes,,84.69,546241966.0,0bc60686-8eb9-4af5-a33a-3791d9a7e48a
2019-10-03 10:39:21+00:00,view,1005116,2053013555631882655,electronics.smartphone,apple,1052.79,532430500.0,0ddb1766-d967-4a8b-976d-e19874fe2304
2019-10-01 17:11:58+00:00,view,8500067,2053013552259662037,,teploross,615.19,521820202.0,c4f1b52b-b6a7-4118-82d1-82a409d46cf1
2019-10-02 18:37:57+00:00,view,10900113,2053013555069845885,appliances.kitchen.mixer,philips,69.47,556116528.0,56638a7d-8ed5-48a5-8731-a52b8f0a527b
2019-10-01 00:10:59+00:00,view,15100100,2053013557024391671,,,437.33,555448105.0,5b11f9ce-e784-4888-8dd4-adbd3d7058df
2019-10-01 09:46:03+00:00,view,1004505,2053013555631882655,electronics.smartphone,xiaomi,463.07,515412492.0,7ca70ff5-ec19-473a-8125-21b60fbb6281
2019-10-02 16:09:35+00:00,view,9300007,2053013554524586339,,sony,463.05,513200788.0,4ff47443-da2a-49f6-9e18-52cfd317c7e8
2019-10-03 10:50:24+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,252.91,540387892.0,01d89733-10b0-4f60-8b02-a1f0f6f700a1
2019-10-02 16:29:06+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,253.02,519215765.0,012da474-19a8-495f-83e8-e3ba42ebe805
2019-10-02 13:06:34+00:00,view,26500122,2053013563550729061,,lucente,101.68,524132536.0,877700c9-674d-48f9-9213-9efba48ac90b
2019-10-01 17:17:16+00:00,view,1801892,2053013554415534427,electronics.video.tv,yasin,115.7,517160505.0,30f60c19-7a5e-4aaf-a188-b7594c016787
2019-10-02 07:35:44+00:00,view,6200691,2053013552293216471,appliances.environment.air_heater,oasis,31.35,544632240.0,0487e1af-a768-457c-9b74-9a3b38034daa
2019-10-02 17:01:01+00:00,view,4802720,2053013554658804075,electronics.audio.headphone,xiaomi,17.34,514763515.0,4a6f3113-a053-4319-9aa5-e20f4df0ffdf
2019-10-03 20:06:33+00:00,view,1307050,2053013558920217191,computers.notebook,apple,1662.57,548468341.0,b944a256-0c86-4103-96cc-a1edb7009105
2019-10-03 02:05:45+00:00,view,13400603,2053013557066334713,,,630.65,515760202.0,cde6861e-02b9-43d2-9645-f8443114e723
2019-10-02 13:35:46+00:00,view,6302003,2053013554834964853,appliances.kitchen.kettle,kitfort,18.76,513190640.0,d353b113-4de4-4d32-a4ca-839e15190836
2019-10-01 10:20:32+00:00,view,34700034,2061717937420501730,,,291.9,550390335.0,8f01c1ac-124f-49ad-ba6c-29f26972587c
2019-10-02 16:39:03+00:00,view,1307062,2053013558920217191,computers.notebook,asus,1027.61,513959300.0,84899250-2e42-4743-9b87-78c383e6faac
2019-10-03 06:01:12+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,731.11,543103475.0,155d9366-b7e5-488c-95bf-96ed61216f03
2019-10-03 12:05:29+00:00,view,3700709,2053013565983425517,appliances.environment.vacuum,karcher,120.66,518818210.0,95007aa7-7ed1-4b4e-b76f-600e5578489b
2019-10-01 18:35:11+00:00,view,42300036,2095518921321874323,furniture.living_room.cabinet,,154.19,551058738.0,a580078d-ce15-4f9d-9240-3d8a9583bf7e
2019-10-03 16:35:05+00:00,view,28000018,2053013563483620193,,,58.69,537098452.0,c06a8b2e-ec7c-42b1-af2a-5378423d7c67
2019-10-01 07:17:24+00:00,view,26300083,2053013563584283495,,lucente,458.18,536141332.0,fa06f48b-e5f1-4ba4-a4b8-51f0080f8a89
2019-10-01 16:58:28+00:00,view,4501651,2053013563877884791,appliances.kitchen.hob,dauscher,123.5,514337460.0,ef5c02fe-7057-4021-b7af-9214cf8f0417
2019-10-01 19:34:26+00:00,view,5701194,2053013553970938175,auto.accessories.player,imx,244.54,516235805.0,5471b862-ed71-43b1-a8fc-d5ebf177265d
2019-10-03 11:57:46+00:00,view,5000223,2053013566100866035,appliances.sewing_machine,janome,110.43,550725953.0,c75eb950-a322-4627-9123-b3a6b860528d
2019-10-02 18:15:06+00:00,view,12704713,2053013553559896355,,nokian,107.34,519693707.0,7e5bc4f7-8f7f-4f9d-9585-f10c2a7160a8
2019-10-03 06:53:20+00:00,view,15100163,2053013557024391671,,imperial,669.23,525667241.0,de2443e9-b7f7-4bc0-85e5-2b30a7b64d18
2019-10-02 01:30:26+00:00,view,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,551326330.0,377ce138-1ad4-4531-a42d-f72078cadfdd
2019-10-02 07:02:12+00:00,view,1004653,2053013555631882655,electronics.smartphone,samsung,636.05,525460641.0,00e0747a-5997-401d-b30d-4e117f6d72f0
2019-10-01 05:13:23+00:00,view,15100172,2053013557024391671,,,1235.55,518950546.0,505a5697-320a-4b42-a391-b1eb1023e22c
2019-10-01 03:53:12+00:00,view,5800861,2053013553945772349,electronics.audio.subwoofer,kicx,34.75,513076429.0,750bd86d-c21a-4230-9c31-a789ae80e8b0
2019-10-02 16:00:08+00:00,view,1004946,2053013555631882655,electronics.smartphone,oneplus,746.19,515315095.0,6e20a36c-832b-417a-adaa-29b5dd0ee76c
2019-10-02 21:29:43+00:00,view,1480727,2053013561092866779,computers.desktop,pulser,1698.86,538117322.0,62f6aa5f-29fd-431d-baf2-888913fd4d95
2019-10-03 10:10:10+00:00,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.77,512430435.0,e5df7468-f21b-4ea8-8abd-0b22dd265de9
2019-10-01 14:03:19+00:00,view,1201445,2172371436436455782,electronics.tablet,apple,822.75,536022887.0,e6914ff5-0fcd-4573-a66e-6c21d35db506
2019-10-03 16:06:46+00:00,view,26402531,2053013563651392361,,,664.22,544487005.0,c864ec7b-7108-4dc1-aa94-8e81fde44eeb
2019-10-01 09:48:44+00:00,view,23700007,2053013561847841545,furniture.bedroom.blanket,ikea,5.12,548010082.0,1f5f3c48-ea45-439c-b065-1bd07dfcdcc0
2019-10-02 12:32:54+00:00,view,5100791,2053013553341792533,electronics.clocks,garmin,236.81,519117250.0,c418872a-ba49-4d53-94ed-304c98d7bbaf
2019-10-01 09:52:05+00:00,view,1003310,2053013555631882655,electronics.smartphone,apple,746.22,528279389.0,5b915c59-98a1-426f-842e-c8f1ba1808a7
2019-10-02 06:57:32+00:00,view,1305948,2053013558920217191,computers.notebook,hp,571.42,555866803.0,f8a25201-bc55-4167-baa2-8e4d2f254fd9
2019-10-03 03:56:40+00:00,view,12706981,2053013553559896355,,toyo,52.77,512860995.0,e17b3871-d89a-4c53-a1dd-b12a28dfbdae
2019-10-03 13:25:25+00:00,view,4300250,2053013552385491165,,galaxy,24.02,513846574.0,e7b34598-2a4d-4740-8fce-bc72b32b09c0
2019-10-01 03:41:19+00:00,view,17300132,2053013553853497655,,montale,128.67,517540541.0,5d7cb9b7-f38f-497d-8184-f57fc65e3e54
2019-10-03 14:22:05+00:00,view,1005006,2053013555631882655,electronics.smartphone,xiaomi,89.65,516714792.0,6415b796-1328-40f9-b435-71113ecd9c8d
2019-10-01 15:30:23+00:00,view,1004321,2053013555631882655,electronics.smartphone,huawei,243.25,516707021.0,c51e3241-4c95-4419-bee0-409a7fbcce8e
2019-10-02 17:25:36+00:00,view,1005158,2053013555631882655,electronics.smartphone,xiaomi,308.63,539868605.0,cdc67fda-35fc-4c80-953f-83a272722d8a
2019-10-01 10:37:24+00:00,view,1004575,2053013555631882655,electronics.smartphone,xiaomi,463.31,514704996.0,1a95e67e-9cf9-4f18-bbb1-08585f62cd6f
2019-10-02 10:14:28+00:00,view,12704916,2053013553559896355,,cordiant,57.92,555965100.0,fd9b65ef-0d7a-4c0f-884a-b90cee461e27
2019-10-01 14:46:28+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.7,530916264.0,70e87674-5622-4372-bdc4-b51f4e1aa897
2019-10-02 18:06:33+00:00,view,1003862,2053013555631882655,electronics.smartphone,xiaomi,254.03,556110606.0,bcc092b6-11b8-46d8-9e12-650cad46757a
2019-10-03 17:09:11+00:00,view,12709380,2053013553559896355,,viatti,38.1,517175100.0,2ac46c8d-c212-473f-a779-4c7226893466
2019-10-03 17:02:17+00:00,view,17000005,2053013558391734853,computers.desktop,sv,113.23,551127716.0,37b92491-9856-4b22-b7f1-d0aa6aa772d3
2019-10-01 13:45:08+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.19,517453815.0,3f8d9a39-1ae2-4061-bbbc-d3158a8dd43d
2019-10-03 09:18:06+00:00,view,4802036,2053013554658804075,electronics.audio.headphone,apple,171.56,556320442.0,be674f0d-8c45-4812-8416-5c01f9631ae3
2019-10-01 18:26:09+00:00,view,21410811,2053013561579406073,electronics.clocks,,119.44,547128266.0,71c6763f-9a49-4257-b6e7-426efa52b739
2019-10-03 03:00:59+00:00,view,26201633,2053013563693335403,,,139.26,543126480.0,fd0d5ffb-4828-45d1-acb0-766e64638a5a
2019-10-02 08:18:18+00:00,view,8500360,2053013552259662037,,kovi,807.53,513832109.0,7dfe7c74-a3af-4cde-9a86-883e6cc75c82
2019-10-02 16:16:43+00:00,view,19500026,2053013558668558935,,pupa,21.35,555779228.0,d6a58efd-c9a6-4d6b-8b5b-e114287e519e
2019-10-02 10:11:29+00:00,purchase,6200514,2053013552293216471,appliances.environment.air_heater,ballu,15.42,536211022.0,f9dbe2fa-e644-477a-8603-b889d8b2f050
2019-10-01 16:52:38+00:00,view,26000533,2053013562837697343,,,9.01,513778090.0,94f5ed17-4558-420d-8295-ab99e1246b30
